accession_number	id	personSignature	personTitle	signatureDate
0001683168-20-000521	5010812	/s/ David Weksel	CEO	2020-02-18 00:00:00.0
0001669191-20-000055	5010799	John Clark	Principal Executive Officer	2020-02-18 00:00:00.0
0001669191-20-000055	5010800	John Clark	Principal Financial Officer	2020-02-18 00:00:00.0
0001669191-20-000055	5010801	John Clark	Principal Accounting Officer	2020-02-18 00:00:00.0
0001669191-20-000055	5010802	John Clark	Board Member	2020-02-18 00:00:00.0
0001798823-20-000002	5010813	Enrique Pallares	Co-Owner	2020-02-18 00:00:00.0
0001779032-20-000001	5010814	Erik D. Mayans	CEO, Managing Member	2020-02-18 00:00:00.0
0001746059-20-000045	5010803	Courtney McKamey	Owner and Founder	2020-02-18 00:00:00.0
0001746059-20-000046	5010804	Adam Davis	Owner and Founder	2020-02-18 00:00:00.0
0001669191-20-000057	5010815	John Clark	Principal Executive Officer	2020-02-18 00:00:00.0
0001669191-20-000057	5010816	John Clark	Principal Financial Officer	2020-02-18 00:00:00.0
0001669191-20-000057	5010817	John Clark	Principal Accounting Officer	2020-02-18 00:00:00.0
0001669191-20-000057	5010818	John Clark	Board Member	2020-02-18 00:00:00.0
0001669191-20-000059	5010825	John McMillian	Principal Executive Officer	2020-02-18 00:00:00.0
0001669191-20-000059	5010826	Normand Rheault	Principal Financial Officer	2020-02-18 00:00:00.0
0001669191-20-000059	5010827	Carrie Fair	Principal Accounting Officer	2020-02-18 00:00:00.0
0001669191-20-000059	5010828	Normand Rheault	Board Member	2020-02-18 00:00:00.0
0001669191-20-000059	5010829	John McMillian	Board Member	2020-02-18 00:00:00.0
0001669191-20-000059	5010830	Carrie Fair	Board Member	2020-02-18 00:00:00.0
0001665160-20-000134	5010819	Sandra W. Marlowe	Chief Executive officer and Chairman of the Executive Board, Principal Financial Officer and Principal Accounting Officer.	2020-02-18 00:00:00.0
0001777476-20-000001	5010820	Micha Magid	Co-Founder, Co-CEO	2020-02-18 00:00:00.0
0001777476-20-000001	5010821	Christos Gourmos	Co-Founder, Co-CEO	2020-02-18 00:00:00.0
0001665160-20-000136	5010831	Raghu Bala	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-18 00:00:00.0
0001670254-20-000127	5010822	Ryan Booth	Director/Producer	2020-02-13 00:00:00.0
0001670254-20-000127	5010823	Bradley Jackson	co-writer/producer	2020-02-13 00:00:00.0
0001670254-20-000127	5010824	Russell Wayne Groves	Executive Producer	2020-02-13 00:00:00.0
0001670254-20-000127	5010845	Henry Proegler	Producer	2020-02-13 00:00:00.0
0001670254-20-000131	5010832	Anthony Franco	CEO	2020-02-18 00:00:00.0
0001802485-20-000001	5010833	Anthony Thompson II	Co-Owner	2020-02-19 00:00:00.0
0001665160-20-000137	5010846	Andrew Ochoa	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-19 00:00:00.0
0001665160-20-000138	5010834	Ron Wilson	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-19 00:00:00.0
0001665160-20-000139	5010835	Keith Veltre	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-19 00:00:00.0
0001708246-20-000001	5010836	Simina Farcasiu	CFO	2020-02-19 00:00:00.0
0001708246-20-000001	5010837	Andrei Evulet	CTO and President	2020-02-19 00:00:00.0
0001708246-20-000001	5010838	Denis Dancanet	CEO	2020-02-19 00:00:00.0
0001802569-20-000001	5010847	Tony Nguyen	Managing Member	2020-02-19 00:00:00.0
0001802569-20-000001	5010848	Christine Ha	Managing Member	2020-02-19 00:00:00.0
0001802569-20-000001	5010849	John Suh	Managing Member	2020-02-19 00:00:00.0
0001746059-20-000047	5010850	Coco Cabuquit-Love	Owner and Founder	2020-02-19 00:00:00.0
0001746059-20-000048	5010851	Zulema Mejia	Owner and Founder	2020-02-20 00:00:00.0
0001746059-20-000049	5010839	James Van Sicklen	Founder	2020-02-20 00:00:00.0
0001746059-20-000050	5010840	John Malanka	Owner and Founder	2020-02-20 00:00:00.0
0001746059-20-000051	5010852	Ugur Yilmaz	Owner and Founder	2020-02-20 00:00:00.0
0001746059-20-000052	5010853	Keisha Greaves	Owner and Founder	2020-02-20 00:00:00.0
0001796295-20-000001	5010841	Noelle Randall	CEO	2020-02-20 00:00:00.0
0001665160-20-000141	5010854	Scott Donoho	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-20 00:00:00.0
0001669191-20-000061	5010855	Nikolaos Tezapsidis	Principal Executive Officer	2020-02-20 00:00:00.0
0001669191-20-000061	5010856	James Harris	Principal Financial Officer	2020-02-20 00:00:00.0
0001669191-20-000061	5010857	James Harris	Principal Accounting Officer	2020-02-20 00:00:00.0
0001669191-20-000061	5010858	Nikolaos Tezapsidis	Board Member	2020-02-20 00:00:00.0
0001669191-20-000061	5010859	James Harris	Board Member	2020-02-20 00:00:00.0
0001669191-20-000061	5010860	Bob Oliver	Board Member	2020-02-20 00:00:00.0
0001669191-20-000061	5010861	Thomas Humphries	Board Member	2020-02-20 00:00:00.0
0001669191-20-000061	5010862	George Perry	Board Member	2020-02-20 00:00:00.0
0001730486-20-000002	5010863	Thematic, Inc.	Chief Executive Officer	2020-02-20 00:00:00.0
0001665160-20-000143	5010864	Lior Shafir	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-20 00:00:00.0
0001670254-20-000134	5010842	David Shahan	Founder / CEO	2020-02-12 00:00:00.0
0001669191-20-000063	5010843	Ray C.  Carter, Jr.	Principal Executive Officer	2020-02-20 00:00:00.0
0001669191-20-000063	5010844	Ray C.  Carter, Jr.	Principal Financial Officer	2020-02-20 00:00:00.0
0001669191-20-000063	5010865	Ray C.  Carter, Jr.	Principal Accounting Officer	2020-02-20 00:00:00.0
0001669191-20-000067	5010885	Ruth Nemire	Principal Executive Officer	2020-02-20 00:00:00.0
0001669191-20-000067	5010886	John Rigoli	Principal Financial Officer	2020-02-20 00:00:00.0
0001669191-20-000067	5010887	Ruth Nemire	Principal Accounting Officer	2020-02-20 00:00:00.0
0001669191-20-000067	5010888	Ruth Nemire	Board Member	2020-02-20 00:00:00.0
0001669191-20-000067	5010889	John Rigoli	Board Member	2020-02-20 00:00:00.0
0001669191-20-000067	5010890	Brad  Nemire	Board Member	2020-02-20 00:00:00.0
0001804000-20-000002	5010866	Neil Kummer	CEO	2020-02-12 00:00:00.0
0001777476-20-000002	5010892	Micha Magid	Co-Founder, Co-CEO	2020-02-20 00:00:00.0
0001777476-20-000002	5010893	Christos Gourmos	Co-Founder, Co-CEO	2020-02-20 00:00:00.0
0001803912-20-000001	5010894	Oscar Delgado	Co-Owner	2020-02-20 00:00:00.0
0001792121-20-000002	5010891	/s/ Jennifer Edmon	Director	2020-02-20 00:00:00.0
0001665160-20-000149	5010895	Rick Burnett	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-20 00:00:00.0
0001665160-20-000149	5010896	Mason Burnett	Director	2020-02-20 00:00:00.0
0001665160-20-000151	5010867	Dele Atanda	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-21 00:00:00.0
0001665160-20-000152	5010868	Ray Phillips	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-21 00:00:00.0
0001773714-20-000001	5010897	Oleg Cheine	CEO	2020-02-21 00:00:00.0
0001670254-20-000139	5010869	Manuel Villaverde Jr	COO	2020-02-20 00:00:00.0
0001670254-20-000139	5010870	Nandy Abreus	Director of Customer Relations	2020-02-20 00:00:00.0
0001670254-20-000139	5010871	Landy Abreus	CEO	2020-02-20 00:00:00.0
0001746059-20-000053	5010872	Ahfeeyah Thomas	Owner and Founder	2020-02-21 00:00:00.0
0001670254-20-000148	5010902	Pascal Haider	Co-Founder	2020-02-19 00:00:00.0
0001670254-20-000148	5010903	Nathen Mazri	Co-Founder - Chief Entergage Officer	2020-02-19 00:00:00.0
0001779318-20-000002	5010899	Pierre Laguerre	Director	2020-02-21 00:00:00.0
0001782749-20-000002	5010900	/s/ Amit Kothari	Director, CEO, President, Secretary	2020-02-21 00:00:00.0
0001782749-20-000002	5010901	/s/ Pravina Pindoria	Director, Chief Operating Officer	2020-02-21 00:00:00.0
0001670254-20-000151	5010873	Eduardo Alvarez	CEO	2020-02-20 00:00:00.0
0001670254-20-000144	5010898	Matt Lindner	CEO	2020-02-05 00:00:00.0
0001746059-20-000054	5010904	Christopher Simpson	Owner and Founder	2020-02-24 00:00:00.0
0001749594-20-000001	5010874	Adam North Lazar	Chief Executive Officer and Sole Director	2020-02-24 00:00:00.0
0001802485-20-000002	5010875	Anthony Thompson II	Co-Owner	2020-02-24 00:00:00.0
0001801721-20-000001	5010876	Mark Voysey	CEO	2020-02-24 00:00:00.0
0001789937-20-000001	5010877	Ana Rojas Bastidas	Founder/CEO	2020-02-24 00:00:00.0
0001665160-20-000155	5010905	Gary Kleinman	CEO, Principal Executive Officer, and Director	2020-02-24 00:00:00.0
0001665160-20-000155	5010906	Natalia Sokolova	Director, president and controller	2020-02-24 00:00:00.0
0001718354-20-000001	5010907	Shivashankari Kashalkar	CEO	2020-02-25 00:00:00.0
0001780439-20-000004	5010908	Joseph Bernard Rizzo	CEO	2020-02-21 00:00:00.0
0001780439-20-000004	5010909	John Patrick Rizzo	CTO	2020-02-21 00:00:00.0
0001780439-20-000004	5010910	Nancy Morgan Pierce	CMO	2020-02-21 00:00:00.0
0001790042-20-000001	5010878	Rebecca Lima	Chief Executive Officer, Director	2020-02-25 00:00:00.0
0001790042-20-000001	5010879	Domonique Sims	Chief Operating Officer, Director	2020-02-25 00:00:00.0
0001790042-20-000002	5010880	Rebecca Lima	Chief Executive Officer, Director	2020-02-25 00:00:00.0
0001790042-20-000002	5010881	Domonique Sims	Chief Operating Officer, Director	2020-02-25 00:00:00.0
0001802096-20-000006	5010882	Brandon Stein	CEO & Director	2020-02-25 00:00:00.0
0001654300-20-000002	5010883	Neville Golvala	CEO	2020-02-25 00:00:00.0
0001654300-20-000002	5010884	Ronald Buckner	EVP COO/CFO	2020-02-25 00:00:00.0
0001743601-20-000001	5010911	Darren V. Walker	CEO	2020-02-25 00:00:00.0
0001670254-20-000153	5010925	Marcos (Mark) Guirgis	CFO	2020-02-24 00:00:00.0
0001670254-20-000153	5010926	John Sorial	Founder & Managing Partner	2020-02-21 00:00:00.0
0001795615-20-000001	5010912	TARIQ KHAN	CEO	2020-02-25 00:00:00.0
0001755767-20-000002	5010927	Al Mughairy by Sean Fuellhart POA	CEO	2020-02-25 00:00:00.0
0001802465-20-000002	5010928	/s/Monique Crayton	Sole Member, COO	2020-02-25 00:00:00.0
0001666102-20-000004	5010913	Sukhbat Lkhagvadorj	Founder, CFO	2020-02-26 00:00:00.0
0001780439-20-000005	5010929	Susan Veronica Bradley	Owner/Manager	2020-02-25 00:00:00.0
0001780439-20-000005	5010930	Craig Allen Bradley	Co-Owner	2020-02-25 00:00:00.0
0001795322-20-000001	5010931	Nebyou Bedru	Managing Member	2020-02-25 00:00:00.0
0001795322-20-000001	5010932	Keagan Harley	Member	2020-02-25 00:00:00.0
0001759332-20-000002	5010914	Colby Schaeffer	CFO	2020-02-26 00:00:00.0
0001708246-20-000003	5010915	Simina Farcasiu	CFO	2020-02-26 00:00:00.0
0001708246-20-000003	5010916	Andrei Evulet	CTO and President	2020-02-26 00:00:00.0
0001708246-20-000003	5010917	Denis Dancanet	CEO	2020-02-26 00:00:00.0
0001665160-20-000157	5010918	Morgan Bierschenk	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer of Geoship SPC	2020-02-26 00:00:00.0
0001213900-20-004806	5010933	/s/ Paul Koenig	Manager and Chief Executive Officer	2020-02-26 00:00:00.0
0001746059-20-000056	5010919	Courtney West	Owner and CoFounder	2020-02-26 00:00:00.0
0001746059-20-000056	5010920	Gordon West	Owner and CoFounder	2020-02-26 00:00:00.0
0001780439-20-000006	5010921	Susan Veronica Bradley	Owner/Manager	2020-02-25 00:00:00.0
0001780439-20-000006	5010922	Craig Allen Bradley	Co-Owner	2020-02-25 00:00:00.0
0001706937-20-000010	5010923	Christopher Sopher	CEO, President, Director	2020-02-26 00:00:00.0
0001706937-20-000010	5010924	Rebekah Monson	COO, Treasurer, Director	2020-02-26 00:00:00.0
0001706937-20-000010	5010945	Bruce Pinchbeck	Chief Creative Officer, Secretary, Director	2020-02-26 00:00:00.0
0001665160-20-000159	5010934	Stanley Kim	CEO	2020-02-26 00:00:00.0
0001665160-20-000159	5010935	Lakshmi P Kotra	Director	2020-02-26 00:00:00.0
0001665160-20-000159	5010936	Paul Fernyhough	Professor	2020-02-26 00:00:00.0
0001777274-20-000004	5010941	Jaeson Bang	CEO, Founder	2020-02-26 00:00:00.0
0001796110-20-000003	5010946	Cherie Williams	Manager/CEO	2020-02-26 00:00:00.0
0001665160-20-000162	5010939	Michael Mojaver	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-02-26 00:00:00.0
0001665160-20-000162	5010940	Lance Mojaver	CTO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-02-26 00:00:00.0
0001752109-20-000003	5010943	Ena Jones	President/CEO	2020-02-26 00:00:00.0
0001665160-20-000161	5010937	Michael Mojaver	CEO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-02-26 00:00:00.0
0001665160-20-000161	5010938	Lance Mojaver	CTO, issuer, principal executive officer, principal financial officer, controller, and principal accounting officer	2020-02-26 00:00:00.0
0001803861-20-000002	5010942	Jovante Ham	President/CEO	2020-02-26 00:00:00.0
0001746059-20-000058	5010947	Scott Pepper	Owner and Founder	2020-02-27 00:00:00.0
0001669191-20-000078	5010944	John Fanning Jr	Principal Executive Officer	2020-02-27 00:00:00.0
0001669191-20-000078	5010965	John Fanning Jr	Principal Financial Officer	2020-02-27 00:00:00.0
0001669191-20-000078	5010966	John Fanning Jr	Principal Accounting Officer	2020-02-27 00:00:00.0
0001669191-20-000078	5010967	John Fanning Jr	Board Member	2020-02-27 00:00:00.0
0001746059-20-000060	5010968	Sheila Coons	Owner and Founder	2020-02-27 00:00:00.0
0001796295-20-000003	5010969	Noelle Randall	CEO	2020-02-27 00:00:00.0
0001746059-20-000061	5010970	David Wayne Baxter	CEO & Co-Founder	2020-02-27 00:00:00.0
0001746059-20-000063	5010971	Roy Bene	CEO	2020-02-27 00:00:00.0
0001746059-20-000064	5010972	Charles Morgridge	Owner and Founder	2020-02-27 00:00:00.0
0001665160-20-000164	5010973	Daniel Rubenstein	CEO, Principal Executive Officer and Director	2020-02-27 00:00:00.0
0001665160-20-000164	5010974	Lori A. Parks	Principal Financial Officer and Principal Accounting Officer	2020-02-27 00:00:00.0
0001665160-20-000167	5010975	Michael Mojaver	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-27 00:00:00.0
0001665160-20-000169	5010948	/s/ Howard Marks	Chief Executive Officer, Chief Financial Officer, Chief ACcounting Officer and Director	2020-02-27 00:00:00.0
0001665160-20-000169	5010949	/s/ Ronald Miller	Director and Chairman	2020-02-27 00:00:00.0
0001665160-20-000172	5010976	Phil Layton	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001803721-20-000002	5010977	Sener Korkusuz	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-27 00:00:00.0
0001665160-20-000173	5010978	Stanley Kim	CEO	2020-02-28 00:00:00.0
0001665160-20-000173	5010979	Lakshmi P Kotra	Director	2020-02-28 00:00:00.0
0001665160-20-000173	5010980	Paul Fernyhough	Professor	2020-02-28 00:00:00.0
0001669191-20-000080	5010950	John Clark	Principal Executive Officer	2020-02-28 00:00:00.0
0001669191-20-000080	5010951	John Clark	Principal Financial Officer	2020-02-28 00:00:00.0
0001669191-20-000080	5010952	John Clark	Principal Accounting Officer	2020-02-28 00:00:00.0
0001669191-20-000080	5010953	John Clark	Board Member	2020-02-28 00:00:00.0
0001665160-20-000175	5010981	Nicolo Rusconi	Director, Principal Financial Officer and Principal Accounting Officer of Chicas Tacos Holdings Inc.	2020-02-28 00:00:00.0
0001665160-20-000177	5010954	Kara Romanik	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001669191-20-000084	5010955	Pierre  Rogers	Principal Executive Officer	2020-02-28 00:00:00.0
0001669191-20-000084	5010956	Joshua  Leavitt	Principal Financial Officer	2020-02-28 00:00:00.0
0001669191-20-000084	5010957	Joshua  Leavitt	Principal Accounting Officer	2020-02-28 00:00:00.0
0001669191-20-000084	5010958	Jonathan Cooper	Board Member	2020-02-28 00:00:00.0
0001669191-20-000084	5010959	Pierre  Rogers	Board Member	2020-02-28 00:00:00.0
0001669191-20-000084	5010960	Joshua  Leavitt	Board Member	2020-02-28 00:00:00.0
0001805075-20-000001	5010982	Adrian Scheeren	Co-owner	2020-02-28 00:00:00.0
0001793079-20-000001	5010961	/s/ Edward Lerner	CEO, Director	2020-02-28 00:00:00.0
0001670254-20-000156	5010983	Lester Diaz	Founder & CTO	2020-02-26 00:00:00.0
0001670254-20-000156	5010984	Bryan Steinman	Director	2020-02-26 00:00:00.0
0001670254-20-000156	5010985	Robert J Steinman	Founder & CEO	2020-02-26 00:00:00.0
0001803497-20-000001	5010962	Lauren McMillen	Owner	2020-02-28 00:00:00.0
0001213900-20-005020	5010963	/s/ Paul Koenig	Manager and Chief Executive Officer	2020-02-28 00:00:00.0
0001795615-20-000002	5010986	Tariq Khan by Sean Fuellhart POA	CEO	2020-02-28 00:00:00.0
0001665160-20-000178	5010987	Keith F. Duffy	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001669191-20-000087	5010990	Christopher Lustrino	Principal Executive Officer	2020-02-28 00:00:00.0
0001669191-20-000087	5010991	Christopher Lustrino	Principal Financial Officer	2020-02-28 00:00:00.0
0001669191-20-000087	5010992	Christopher Lustrino	Principal Accounting Officer	2020-02-28 00:00:00.0
0001669191-20-000087	5010993	Christopher Lustrino	Board Member	2020-02-28 00:00:00.0
0001665160-20-000179	5010988	Steven R Sedlmayr	CEO, Principal Executive Officer and Director and Principal Financial Officer	2020-02-28 00:00:00.0
0001665160-20-000179	5010989	Remy J Sedlmayr	Principal Accounting Officer	2020-02-28 00:00:00.0
0001665160-20-000180	5010964	George Beardsley	CEO, Principal Executive Officer and Director	2020-02-28 00:00:00.0
0001665160-20-000180	5011005	Deborah Beardsley	Principal Financial Officer, Principal Accounting Officer and Director	2020-02-28 00:00:00.0
0001797667-20-000004	5010994	Richard Allen	Co-Owner	2020-02-28 00:00:00.0
0001742131-20-000001	5010995	James Lawrence	CEO	2020-02-28 00:00:00.0
0001742131-20-000001	5010996	Matt Hayes	COO	2020-02-28 00:00:00.0
0001742131-20-000001	5010997	Wallace Tsuha	Director	2020-02-28 00:00:00.0
0001765975-20-000003	5010998	David Brendan Murphy	Manager	2020-02-28 00:00:00.0
0001765975-20-000003	5010999	Amos Lonnie Schiller	Manager	2020-02-28 00:00:00.0
0001780439-20-000007	5011000	Michael Derrick Wong	Owner, Director, Chief Executive Officer	2020-02-28 00:00:00.0
0001780439-20-000007	5011001	Alexander Amedeo Comfortes	Owner, Director, Chief Operating Officer	2020-02-28 00:00:00.0
0001780439-20-000007	5011002	Hunter Stutsman	Chief Sales Officer	2020-02-28 00:00:00.0
0001690474-20-000002	5011003	Jose Montero II	Director	2020-02-28 00:00:00.0
0001690474-20-000002	5011004	Jose Montero Sr.	Director	2020-02-28 00:00:00.0
0001690474-20-000004	5011006	Matthew Kaplan	Manager, CEO, and CFO	2020-02-28 00:00:00.0
0001665160-20-000181	5011025	Lynn Rolle	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001665160-20-000184	5011026	Lisa Lambert	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001706429-20-000001	5011009	Roxane Mollicchi	CEO, Manager	2020-02-28 00:00:00.0
0001706429-20-000001	5011010	Darren Grenia	Head of Production, Manager	2020-02-28 00:00:00.0
0001706429-20-000001	5011011	Julian Mohamed	Head of Operations & Strategy, Manager	2020-02-28 00:00:00.0
0001670254-20-000163	5011012	Bruce S. Maxwell	CFO	2020-02-28 00:00:00.0
0001670254-20-000163	5011013	Calvin Williams	Chief Executive Officer	2020-02-28 00:00:00.0
0001739109-20-000001	5011007	MICHAEL W. PIERCE	DIRECTOR, CHAIRMAN AND PRESIDENT	2020-02-28 00:00:00.0
0001739109-20-000001	5011008	BRAD REECE	DIRECTOR, SECRETARY AND CHIEF OPERATING OFFICER	2020-02-28 00:00:00.0
0001665160-20-000186	5011032	Storm Sondors	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-02-28 00:00:00.0
0001670254-20-000159	5011027	John Berry	Board Member	2020-02-28 00:00:00.0
0001670254-20-000159	5011028	Wynn S. Sanders	COO	2020-02-28 00:00:00.0
0001670254-20-000159	5011029	Todd Martin	Board Director	2020-02-28 00:00:00.0
0001670254-20-000159	5011030	Joanne Haruta	CMO / BOD	2020-02-28 00:00:00.0
0001670254-20-000159	5011031	Bryan Davis	Co-Founder & CEO - Board Director	2020-02-28 00:00:00.0
0001669191-20-000090	5011014	Claude Harris	Principal Executive Officer	2020-03-02 00:00:00.0
0001669191-20-000090	5011015	Claude Harris	Principal Financial Officer	2020-03-02 00:00:00.0
0001669191-20-000090	5011016	Claude Harris	Principal Accounting Officer	2020-03-02 00:00:00.0
0001669191-20-000090	5011017	Claude Harris	Board Member	2020-03-02 00:00:00.0
0001746059-20-000065	5011033	Albert Harlow	Owner and CEO	2020-03-02 00:00:00.0
0001805177-20-000001	5011018	Tony Larson	CEO	2020-02-28 00:00:00.0
0001783004-20-000003	5011034	Rama Poola	Chief Executive Officer, Director	2020-03-02 00:00:00.0
0001783004-20-000003	5011035	Vivek Poola	Chief Technology Officer, Director	2020-03-02 00:00:00.0
0001669191-20-000092	5011036	Ray C.  Carter, Jr.	Principal Executive Officer	2020-03-02 00:00:00.0
0001669191-20-000092	5011037	Ray C.  Carter, Jr.	Principal Financial Officer	2020-03-02 00:00:00.0
0001669191-20-000092	5011038	Ray C.  Carter, Jr.	Principal Accounting Officer	2020-03-02 00:00:00.0
0001665160-20-000187	5011019	Richard Marino	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-03-02 00:00:00.0
0001782185-20-000001	5011021	Benjamin Moe	Founder, CEO	2020-03-02 00:00:00.0
0001782185-20-000001	5011022	Thomas Barnes	Chief Product Officer	2020-03-02 00:00:00.0
0001790674-20-000001	5011039	Liza Paola Velarde Calvillo	Chief Executive Officer and Director	2020-03-02 00:00:00.0
0001790674-20-000001	5011040	Alejandro Abarca Blanco	Chief Technology Officer and Director	2020-03-02 00:00:00.0
0001790674-20-000001	5011041	Juan Felipe Yee de Leon	Chief Operating Officer and Director	2020-03-02 00:00:00.0
0001805103-20-000001	5011020	Debra Driggers	CO-Owner	2020-03-02 00:00:00.0
0001670254-20-000168	5011023	Jeffrey Kanof	Director/Vice President	2020-02-27 00:00:00.0
0001670254-20-000168	5011024	Jason Parker	Co-Founder/President	2020-02-27 00:00:00.0
0001669191-20-000094	5011042	Stephon McCoy	Principal Executive Officer	2020-03-03 00:00:00.0
0001669191-20-000094	5011043	Stephon McCoy	Principal Financial Officer	2020-03-03 00:00:00.0
0001669191-20-000094	5011044	Stephon McCoy	Principal Accounting Officer	2020-03-03 00:00:00.0
0001669191-20-000094	5011045	Stephon McCoy	Board Member	2020-03-03 00:00:00.0
0001746059-20-000066	5011065	Aaron Mizen	Owner and CoFounder	2020-03-03 00:00:00.0
0001746059-20-000066	5011066	Cynthia Mizen	Owner and CoFounder	2020-03-03 00:00:00.0
0001790424-20-000003	5011067	Daniel Marlow by Sean Fuellhart POA	CEO	2020-03-03 00:00:00.0
0001665160-20-000188	5011068	Dan Abbate	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-03-03 00:00:00.0
0001666102-20-000005	5011069	Jared Davis	Chief Executive Officer	2020-03-03 00:00:00.0
0001736283-20-000001	5011071	Connor Young	Director	2020-03-03 00:00:00.0
0001805177-20-000003	5011070	Tony Larson	CEO	2020-02-28 00:00:00.0
0001805177-20-000004	5011072	Tony Larson	CEO	2020-03-04 00:00:00.0
0001736283-20-000002	5011073	Connor Young	Director	2020-03-04 00:00:00.0
0001665160-20-000189	5011074	Maya Parbhoe	CEO, Principal Executive Officer and Director	2020-03-04 00:00:00.0
0001665160-20-000189	5011075	Zeenat William	Principal Financial Officer and Principal Accounting Officer	2020-03-04 00:00:00.0
0001665160-20-000190	5011046	Grayson M. Laird	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-03-04 00:00:00.0
0001802740-20-000002	5011047	Imran Sheikh	Managing Partner	2020-03-02 00:00:00.0
0001802740-20-000002	5011048	Asim Ghaffar	Mananging Partner	2020-03-02 00:00:00.0
0001802740-20-000002	5011049	James Faller	Managing Partner	2020-03-02 00:00:00.0
0001793655-20-000001	5011050	Priya Amin	Co-Owner	2020-03-04 00:00:00.0
0001792640-20-000003	5011076	Jonathan Macri by Sean Fuellhart POA	CEO	2020-03-04 00:00:00.0
0001746059-20-000067	5011051	Wagner Garcia	Owner and CoFounder	2020-03-05 00:00:00.0
0001746059-20-000068	5011052	Alexis Jones	Owner and Founder	2020-03-05 00:00:00.0
0001746059-20-000069	5011053	Charmesha Cousins	Owner and CoFounder	2020-03-05 00:00:00.0
0001746059-20-000069	5011054	Shavondi Cousins	Owner and CoFounder	2020-03-05 00:00:00.0
0001746059-20-000070	5011055	Gordon Sacks	CEO, Manager, and Co-Founder	2020-03-05 00:00:00.0
0001746059-20-000070	5011056	Mary Sacks	COO, Manager, and Co-Founder	2020-03-05 00:00:00.0
0001665160-20-000195	5011057	Nicolo Rusconi	Director, Principal Financial Officer and Principal Accounting Officer of Chicas Tacos Holdings Inc.	2020-03-04 00:00:00.0
0001800525-20-000001	5011058	Sherihan Moustafa	CEO, principal executive officer, principal financial officer, controller, board of directors	2020-03-05 00:00:00.0
0001800525-20-000001	5011059	Ahmed Megahed	CMO, principal executive officer, principal financial officer, controller, board of directors	2020-03-05 00:00:00.0
0001670254-20-000172	5011060	Peter Rawlins	EVP	2020-03-05 00:00:00.0
0001670254-20-000172	5011061	George hall	President	2020-03-05 00:00:00.0
0001670254-20-000172	5011062	Joseph De Perio	Founder and Board Member	2020-03-04 00:00:00.0
0001670254-20-000174	5011063	Mark E Sam	CFO	2020-02-18 00:00:00.0
0001670254-20-000174	5011064	John C Higgins	President/CEO	2020-02-18 00:00:00.0
0001665160-20-000196	5011085	Victoria Pasche	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2020-03-06 00:00:00.0
0001665160-20-000196	5011086	Charisse Pasche	President, Secretary and Director	2020-03-06 00:00:00.0
0001665160-20-000197	5011087	Joseph Daniluk	CEO, Principal Executive Officer and Director, Principal Financial Officer, Secretary, and Principal Accounting Officer	2020-03-06 00:00:00.0
0001665160-20-000198	5011088	Peter J. Tezza II	CEO, Principal Executive Officer and Director	2020-03-06 00:00:00.0
0001665160-20-000198	5011089	Laura L. Tezza	Director of Operations, Principle Financial Officer and Director and Principal Accounting Officer	2020-03-06 00:00:00.0
0001800037-20-000001	5011090	Hetal Virani	CEO & Director	2020-03-06 00:00:00.0
0001800037-20-000001	5011091	Chiragkumar Virani	COO & Director	2020-03-06 00:00:00.0
