ACCESSION_NUMBER	ID	PERSONSIGNATURE	PERSONTITLE	SIGNATUREDATE
0001568609-18-000006	2	William (Adam) Greene	Manager and Chief Marketing Officer	2018-06-05
0001568609-18-000006	3	Brennen Lawrence	CEO	2018-06-05
0001670254-18-000351	1	Sam Lillie	Founder/CEO	2018-07-25
0001670254-18-000350	1	Clinton Potter	Co-Founder & COO	2018-07-26
0001670254-18-000350	2	Tim Obert	Co-Founder & CEO	2018-07-26
0001669191-18-000363	3	John Banigan	Principal Accounting Officer	2018-02-27
0001669191-18-000363	4	Ronald Smith	Board Member	2018-02-26
0001669191-18-000363	1	John Banigan	Principal Executive Officer	2018-02-27
0001669191-18-000363	2	John Banigan	Principal Financial Officer	2018-02-27
0001669191-18-000361	1	Kwane Watson	Principal Executive Officer	2018-05-01
0001669191-18-000361	3	John Scott Benton	Principal Accounting Officer	2018-05-01
0001669191-18-000361	4	Kwane Watson	Board Member	2018-05-01
0001669191-18-000361	2	Kwane Watson	Principal Financial Officer	2018-05-01
0001748169-18-000001	1	David J Kaplan	CEO	2018-07-26
0001748169-18-000001	2	Alexander Paul Day	COO	2018-07-26
0001748169-18-000001	3	Ravi Lalchandani	CAO	2018-07-26
0001665160-18-000729	1	Scott Satterfield	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-26
0001670777-18-000001	3	Chloe Loh	Head of Promotion and Manager	2018-07-26
0001670777-18-000001	2	Greg Fleishman	CSO and Manager	2018-07-26
0001670777-18-000001	1	Lawrence Praeger	CEO and Manager	2018-07-26
0001670254-18-000347	4	Jerry Ropelato	CEO	2018-07-23
0001670254-18-000347	3	David Forsberg	Chief Revenue Officer	2018-07-23
0001670254-18-000347	2	Joey Skinner	COO	2018-07-23
0001670254-18-000347	5	Jerry Ropelato	CEO	2018-07-23
0001670254-18-000347	1	Lesa May	Controller	2018-07-24
0001745004-18-000002	1	Bryan Melendez	CEO	2018-07-25
0001745004-18-000002	2	Vanessa Melendez	Vice President	2018-07-25
0001745004-18-000002	3	Nelson Famadas	CFO	2018-07-25
0001745004-18-000002	4	Nicole Yorksmith	HR Director	2018-07-25
0001742335-18-000002	1	Marcus Davis	CEO	2018-07-25
0001742335-18-000002	2	Connor Morris	CMO	2018-07-25
0001742335-18-000002	3	Austin Fenstermaker	CTO	2018-07-25
0001665160-18-000727	1	Oleg Konko	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-25
0001747732-18-000001	1	Adam J. Robison	Chief Executive Officer	2018-07-25
0001665160-18-000724	1	Krishna Ramnath	Chief Executive Manager, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-07-24
0001665160-18-000725	1	Kenneth Farr	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-24
0001726073-18-000007	1	Scott Bachman	Manager of Crudefunders, LLC	2018-07-24
0001665160-18-000723	1	Simon Bray	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-24
0001737259-18-000005	1	/s/ Terri Bricker	CEO /  Principal Financial Officer / Principal Accounting Officer	2018-07-23
0001665160-18-000721	1	Alexander Titomirov	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-24
0001670254-18-000344	1	Gret Glyer	CEO	2018-07-11
0001742335-18-000001	3	Austin Fenstermaker	CTO	2018-07-24
0001742335-18-000001	1	Marcus Davis	CEO	2018-07-24
0001742335-18-000001	2	Connor Morris	CMO	2018-07-24
0001665160-18-000720	1	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-24
0001665160-18-000718	1	Carlo Brovero	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-23
0001665160-18-000717	1	Brian Hoang	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-23
0001745081-18-000002	1	/s/ Christopher Greer	CEO /  Principal Financial Officer / Principal Accounting Officer	2018-06-25
0001735522-18-000004	1	Byron Stepner	CEO	2018-07-23
0001739119-18-000002	1	Alexandre Botteri	Director	2018-07-23
0001665160-18-000715	1	Randy G. Kreider	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-23
0001665160-18-000713	1	Jake Obremski	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-23
0001736304-18-000004	2	William Fitzmaurice	Director and President	2018-07-23
0001736304-18-000004	1	Edward McMahon	Founder and CEO	2018-07-23
0001736304-18-000004	3	Nancy Bell	Director	2018-07-23
0001743775-18-000004	1	Jai McFal	Chief Executive Officer	2018-07-20
0001665160-18-000710	1	Halfdan Hussie	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-20
0001745517-18-000001	2	Patrick Ray	Director	2018-07-19
0001745517-18-000001	1	Tim Griffin	CEO	2018-07-20
0001745517-18-000001	3	DAN REARDON	Dan Reardon	2018-07-19
0001739109-18-000004	1	MICHAEL WAYNE PIERCE	PRESIDENT AND CHAIRMAN	2018-07-20
0001739109-18-000004	2	BRADLEY DYLAN REECE	CHIEF OPERATING OFFICER	2018-07-20
0001746444-18-000001	1	Nita Sederholm	Director	2018-07-20
0001746444-18-000001	2	Antti Uusiheimala	Director	2018-07-20
0001746725-18-000001	1	John C. George	CFO	2018-07-20
0001670254-18-000342	3	St John Frizell	Founder	2018-07-18
0001670254-18-000342	2	Benjamin Schneider	Founder	2018-07-18
0001737259-18-000004	1	/s/ Terri Bricker	CEO /  Principal Financial Officer / Principal Accounting Officer	2018-04-05
0001670254-18-000342	1	Sohui Kim	Founder	2018-07-18
0001669191-18-000358	3	John Gallagher	Principal Accounting Officer	2018-07-17
0001669191-18-000358	4	John Gallagher	Board Member	2018-07-17
0001669191-18-000358	2	John Gallagher	Principal Financial Officer	2018-07-17
0001669191-18-000358	1	John Gallagher	Principal Executive Officer	2018-07-17
0001665160-18-000707	1	Jennifer Lapoint	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-19
0001665160-18-000703	1	Terrance Ward	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-19
0001737259-18-000003	1	/s/ Terri Bricker	CEO /  Principal Financial Officer / Principal Accounting Officer	2018-04-05
0001723146-18-000006	1	J. Noland	Chief Executive Officer	2018-07-19
0001738942-18-000004	1	Brian Park	CEO and Director	2018-07-19
0001743775-18-000003	1	Jai McFall	Chief Executive Officer	2018-07-19
0001739813-18-000003	1	Lori Daugherty	CEO	2018-07-19
0001665160-18-000701	1	Joseph Pitluck	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-18
0001665160-18-000699	1	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-18
0001747174-18-000001	1	Fernando De Los Rios	Director	2018-07-18
0001723146-18-000005	1	J. Noland	Chief Executive Officer	2018-07-18
0001738944-18-000007	2	Patrick Rife	CVO and Manager	2018-05-23
0001738944-18-000007	1	Nicolas China	CEO and Manager	2018-05-23
0001738944-18-000007	3	Jeffrey Kurtzman	Manager	2018-05-23
0001733803-18-000003	1	Megan Tyrrell	Member	2018-07-18
0001733803-18-000003	2	Richmond Tyrrell	Member	2018-07-18
0001727744-18-000003	1	Paul Scott Hardersen	Chief Executive Officer	2018-07-18
0001738985-18-000002	1	Bruno Wuest	Executive Chairman	2018-07-18
0001745469-18-000002	3	Claudiea Raessler	Board Member	2018-07-09
0001745469-18-000002	2	Kenneth Raessler	CEO	2018-07-09
0001745469-18-000002	1	James McCain	CFO / Principal Accounting Officer	2018-07-09
0001732219-18-000007	1	TOMMY ALGATHEN ALLEN	FOUNDER	2018-07-13
0001665160-18-000696	1	Kenneth Farr	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-17
0001665160-18-000698	1	Inman Porter	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-17
0001665160-18-000697	1	Kirk Maust	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-07-17
0001740120-18-000006	1	William Patterson	Member	2018-07-17
0001665160-18-000695	2	Chris Betzing	Principal Accounting Officer and Principal Financial Officer	2018-07-17
0001665160-18-000695	1	Peter Jenson	CEO, Principal Executive Officer, and Principal Executive Director	2018-07-17
0001736388-18-000004	1	Daniel Downs	President	2018-07-16
0001736388-18-000004	2	Paul Sieradzki	Director	2018-07-16
0001669191-18-000354	1	Maureen Lloren	Principal Executive Officer	2018-05-14
0001669191-18-000354	2	Ned Sedlak	Principal Financial Officer	2018-05-14
0001669191-18-000354	4	Maureen Lloren	Board Member	2018-05-14
0001669191-18-000354	3	Mike Beck	Principal Accounting Officer	2018-05-14
0001669191-18-000352	1	Diego Mendes Alves	Principal Executive Officer	2018-03-29
0001669191-18-000352	2	Diego Mendes Alves	Principal Financial Officer	2018-03-29
0001669191-18-000352	4	Diego Mendes Alves	Board Member	2018-03-29
0001669191-18-000352	3	Diego Mendes Alves	Principal Accounting Officer	2018-03-29
0001745469-18-000001	3	James McCain	Principal accounting officer/principal financial officer	2018-07-09
0001745469-18-000001	2	Claudia Raessler	Director	2018-07-09
0001745469-18-000001	1	/s/ Kenneth Raessler	CEO	2018-07-09
0001665160-18-000694	2	Justin Bongi	Co-CEO	2018-07-16
0001665160-18-000694	1	John Pearson	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-16
0001726542-18-000002	1	Leah Nussbaum	Chief Operating Officer and Secretary	2018-07-16
0001665160-18-000693	1	Rick Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-13
0001732219-18-000005	1	TOMMY ALGATHEN ALLEN	FOUNDER	2018-07-13
0001665160-18-000692	1	Darryl Lenox	CEO, Principal Executive Officer and Director	2018-07-13
0001665160-18-000692	2	Gary Yuill	CFO, Principal Financial Officer, Principal Accounting Officer, and Director	2018-07-13
0001665160-18-000690	1	Marcus Laun	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-13
0001670254-18-000341	1	Darren Garvey	Owner	2018-07-11
0001746386-18-000002	1	Elizabeth Turrigiano	President	2018-07-13
0001746386-18-000002	3	Marta Baumann-Douglas	COO	2018-07-13
0001746386-18-000002	2	Sarah Edwards	CFO	2018-07-13
0001743601-18-000001	1	Darren Walker	CEO	2018-07-13
0001740120-18-000005	1	William Patterson	Member	2018-07-13
0001670254-18-000340	4	Mark How	Chief Revenue Officer	2018-07-09
0001670254-18-000340	5	Hakan Lindskog	Chief Operating Officer	2018-07-09
0001670254-18-000340	6	James Schmachtenberger	CEO	2018-07-09
0001665160-18-000689	1	Pietro Gabriele	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-12
0001665160-18-000687	1	Mark Lyle	CEO, CTO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-12
0001665160-18-000687	2	Chris Ladwig	Chief Design Officer and Director	2018-07-12
0001665160-18-000686	1	Leland Topham	CEO, Principal Executive Officer, Manager, Principal Financial Officer and Principal Accounting Officer	2018-07-12
0001670254-18-000340	3	Daniel Schmachtenberger	Chief Strategy Officer	2018-07-10
0001670254-18-000340	2	Robert Jordan Hall	Executive Chairman	2018-07-10
0001670254-18-000340	1	Shawn Ramer	Senior VP Product Development	2018-07-10
0001737490-18-000006	1	/s/ Duleeka Ranatunga	CEO, Board Member	2018-07-12
0001708190-18-000002	1	Joseph Storm	Director	2018-07-12
0001708190-18-000002	2	Vivek Dhar	Director	2018-07-12
0001669191-18-000350	1	Andrew  Weinberger	Principal Executive Officer	2018-06-13
0001669191-18-000350	2	Andrew  Weinberger	Principal Financial Officer	2018-06-13
0001669191-18-000350	3	Andrew  Weinberger	Principal Accounting Officer	2018-06-13
0001669191-18-000350	4	Andrew  Weinberger	Board Member	2018-06-13
0001708190-18-000001	1	Joseph Storm	Director	2018-07-12
0001708190-18-000001	2	Vivek Dhar	Director	2018-07-12
0001665160-18-000684	1	Dr. Samir Damani	CEO, Principal Executive Officer and Director	2018-07-11
0001665160-18-000684	2	Patrick Daly	Principal Financial Officer and Principal Accounting Officer	2018-07-11
0001734217-18-000006	1	Charles Rutledge	Manager of Manager, Magazine Race LLC	2018-07-11
0001665160-18-000683	1	Jon Graham	CEO and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-11
0001665160-18-000683	2	Joshua W. Sims	Managing Partner	2018-07-11
0001731872-18-000005	1	Jeff Stevens	Founder	2018-04-05
0001731872-18-000005	2	Genevieve Barlow	Co-Founder	2018-04-05
0001670254-18-000337	1	Peter Spiegel	CEO	2018-07-09
0001670254-18-000339	3	Helene Servillon	Co-Founder	2018-07-10
0001670254-18-000339	1	Jason A Hobson	Co-Founder	2018-07-10
0001670254-18-000339	2	David Nikzad	Founder	2018-07-10
0001665160-18-000681	1	Matthew Sinderbrand	CEO	2018-07-10
0001665160-18-000681	2	Gary Sinderbrand	Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-10
0001733819-18-000004	1	Sameer Patel	Manager of APRB, LLC, the manager	2018-07-10
0001733819-18-000004	2	Patrick Bruce	Partner of APRB, LLC, the manager	2018-07-10
0001665160-18-000679	1	Steve Nauert	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-10
0001669191-18-000348	3	Adam  Lopez	Principal Accounting Officer	2018-03-17
0001669191-18-000348	2	Adam  Lopez	Principal Financial Officer	2018-03-17
0001669191-18-000348	1	Adam  Lopez	Principal Executive Officer	2018-03-17
0001670254-18-000336	1	Francisco Bonilla Kuhlmann	Founder and CEO	2018-07-05
0001665160-18-000676	1	Sarita Ekya	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-09
0001665160-18-000674	2	Mark Groves	Director	2018-07-09
0001665160-18-000674	3	Blake Cherrington	Principal Financial Officer and Principle Accounting Officer	2018-07-09
0001665160-18-000674	4	Diana Sole Wasko	Director	2018-07-09
0001665160-18-000674	1	Tad Walden	CEO and Principal Executive Officer	2018-07-09
0001665160-18-000674	5	Douglas Smith	Director	2018-07-09
0001737490-18-000005	1	/s/ Duleeka Ranatunga	CEO, Board Member	2018-07-09
0001665160-18-000672	1	Pietro Gabriele	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-06
0001670254-18-000335	3	Alexander Shkolnik	CEO	2018-07-06
0001670254-18-000335	1	Nikolay Shkolnik	CTO, VP of R&D, Board Member	2018-07-06
0001670254-18-000335	2	Per A. Suneby	Director	2018-07-06
0001665160-18-000670	1	Ben Plaisted	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-06
0001669191-18-000346	5	Erick Berglund	Board Member	2018-04-09
0001669191-18-000346	1	Michael Nelson	Principal Executive Officer	2018-04-12
0001669191-18-000346	3	Michael Nelson	Principal Accounting Officer	2018-04-12
0001669191-18-000346	4	Michael Nelson	Board Member	2018-04-09
0001669191-18-000346	2	Michael Nelson	Principal Financial Officer	2018-04-12
0001731813-18-000004	2	Courtney Jones Louks	CEO, Founder, Board Member	2018-07-06
0001731813-18-000004	1	Emily Hines	CFO, Founder, Board Member	2018-07-06
0001731813-18-000004	3	Valerie George	Board Member	2018-07-06
0001669191-18-000343	2	Rena  Andrews	Principal Financial Officer	2018-04-23
0001669191-18-000343	3	Rena  Andrews	Principal Accounting Officer	2018-04-23
0001669191-18-000343	4	Rena  Andrews	Board Member	2018-04-23
0001669191-18-000343	1	Rena  Andrews	Principal Executive Officer	2018-04-23
0001730062-18-000005	1	MATTHEW LIPTON	CHIEF EXECUTIVE OFFICER	2018-07-06
0001670254-18-000334	2	David Nikzad	Founder	2018-07-03
0001670254-18-000334	1	Jason Hobson	Co-Founder	2018-07-04
0001670254-18-000334	3	Helene Servillon	Co-Creator	2018-07-03
0001736448-18-000004	3	Brad Zions	Executive Director	2018-07-06
0001736448-18-000004	1	Andrea Marotti	Co-CEO	2018-07-06
0001736448-18-000004	2	Emanuele Ponzo	Co-CEO	2018-07-06
0001745699-18-000001	1	Aleh Manchuliantsau	CEO	2018-07-02
0001665160-18-000668	1	Charles Powell	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-06
0001743080-18-000004	1	Jonathan Serrano	Manager	2018-07-05
0001743080-18-000004	2	Shawn Rao	Manager	2018-07-05
0001738985-18-000001	1	Bruno Wuest	Executive Chairman	2018-07-05
0001739206-18-000002	1	Patrick Davis Jones	CEO of Meg Media Inc.	2018-07-06
0001665160-18-000664	1	Alexander Sitkovetsky	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-06
0001669191-18-000340	4	Tyrre Burks	Board Member	2018-04-30
0001669191-18-000340	1	Tyrre Burks	Principal Executive Officer	2018-04-30
0001669191-18-000340	2	Chris Pesigan	Principal Financial Officer	2018-04-30
0001669191-18-000340	3	Chris Pesigan	Principal Accounting Officer	2018-04-30
0001669191-18-000338	1	John Banigan	Principal Executive Officer	2018-02-27
0001669191-18-000338	2	John Banigan	Principal Financial Officer	2018-02-27
0001669191-18-000338	4	Ronald Smith	Board Member	2018-02-26
0001669191-18-000338	3	John Banigan	Principal Accounting Officer	2018-02-27
0001669191-18-000336	4	Xugang Li	Board Member	2018-04-12
0001669191-18-000336	3	Bruce  Weber	Principal Accounting Officer	2018-04-12
0001669191-18-000336	2	Bruce  Weber	Principal Financial Officer	2018-04-12
0001669191-18-000336	1	Xugang Li	Principal Executive Officer	2018-04-12
0001745548-18-000003	1	Theodore Lee	Director	2018-07-05
0001745548-18-000003	2	Michael Kim	Director	2018-07-05
0001745548-18-000002	1	Theodore Lee	Director	2018-07-05
0001745548-18-000002	2	Michael Kim	Director	2018-07-05
0001728855-18-000006	1	Satya Ridhima Parvathaneni	Chief Executive Officer	2018-07-05
0001737477-18-000005	1	Joseph T. Rogers	CEO	2018-07-05
0001669191-18-000334	2	Alex Melehy	Principal Financial Officer	2018-06-29
0001669191-18-000334	1	Alex Melehy	Principal Executive Officer	2018-06-29
0001669191-18-000334	4	Alex Melehy	Board Member	2018-06-29
0001669191-18-000334	3	Alex Melehy	Principal Accounting Officer	2018-06-29
0001726190-18-000002	1	/s/ Cathrine Thibault	CEO	2017-10-30
0001726190-18-000002	2	/s/ Justin Thibault	Principal Financial Officer / Principal Accounting Officer	2017-10-30
0001665160-18-000662	1	Mohammad Ali Mahvan	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-07-03
0001648770-18-000006	2	/s/Helton Souza	Treasurer and Director	2018-07-03
0001648770-18-000006	3	/s/Rafael Ferreira	Secretary and Director	2018-07-03
0001648770-18-000006	1	/s/Neil Thanedar	President and Chairman of the Board	2018-07-03
0001648770-18-000005	1	/s/Amanda Greenberg	Director, President, Secretary, Treasurer	2018-07-03
0001648770-18-000005	2	/s/Noah Bornstein	Director, Chief Technology Officer	2018-07-03
0001665160-18-000661	1	Richard L Medlen	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-03
0001745458-18-000001	1	Allison Lee	Director	2018-07-03
0001665160-18-000660	1	Anup Yogesh  Desai	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-03
0001665160-18-000659	1	Daniel Whittemore	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-03
0001665160-18-000657	3	Mason Foulk	Director	2018-07-03
0001665160-18-000657	1	A.W. March	CEO, Principal Executive Officer, and Director	2018-07-03
0001665160-18-000657	2	Valarie March	Director, Principal Accounting Officer, and Principal Financial Officer	2018-07-03
0001665160-18-000654	1	Barry Shore	Founder, CEO, Managing Member, Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001735243-18-000003	1	Laura Nettleton	Manager	2018-07-02
0001665160-18-000653	1	Marcus Laun	Co-CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001665160-18-000655	1	Aleksey Feldman	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001665160-18-000652	1	David Farley	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001737125-18-000003	2	Jesper Nissen	COO and Director	2018-07-02
0001737125-18-000003	1	Sharmi Albrechtsen	CEO and Director	2018-07-02
0001737933-18-000003	1	Jesse Solomon	Director	2018-07-02
0001665160-18-000650	1	Michael Licamele	CEO, Principal Executive Officer and Sole Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001665160-18-000648	1	Sally Outlaw	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-07-02
0001665160-18-000643	1	Eugene A Fusz	CEO, Principal Executive Officer and Manager, Principal Financial Officer and Principal Accounting Officer	2018-06-29
0001665160-18-000645	1	Govinda Giri	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-29
0001670254-18-000333	2	Damon Evans	Founder & CEO Arena Music	2018-06-29
0001670254-18-000333	1	John Chipps-Harding	CTO	2018-06-29
0001670254-18-000331	3	Taylor Ellsworth	CTO	2018-06-29
0001670254-18-000331	2	Pace Ellsworth	CEO	2018-06-29
0001670254-18-000331	1	Daniel W. Pratt	CMO	2018-06-29
0001665160-18-000641	1	Klaus Moeller	CEO, Principal Executive Officer and Director, Principal Financial Officer and Principal Accounting Officer	2018-06-29
